Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality,Q4_Duration_UAE,Q5_Employment,Q6_Income_AED,Q7_Education,Q8_Insurance,Q9_Visit_Frequency,Q11_Preferred_Language,Q14_Prior_Telemedicine,Q18_Consultation_Mode,Q19_Willingness_to_Pay,Q20_Pricing_Model,Q25_Interest,Q1_Age_Group_Encoded,Q4_Duration_UAE_Encoded,Q6_Income_AED_Encoded,Q7_Education_Encoded,Q9_Visit_Frequency_Encoded,Q14_Prior_Telemedicine_Encoded,Q19_Willingness_to_Pay_Encoded,Q25_Interest_Encoded,Q12_Satisfaction,Q15_Digital_Comfort,Q17_Language_Importance,Q23_Recommend_Likelihood,Q13_Monthly_Spend_AED,Q13_Spend_Log,Q13_Outlier_Flag,Q25_Binary,Q10_Difficulty_finding_specialists,Q10_Difficulty_with_medical_records,Q10_Difficulty_with_prescriptions,Q10_High_out-of-pocket_costs,Q10_Inconvenient_locations_hours,Q10_Lack_of_insurance_knowledge,Q10_Lack_of_trust_with_providers,Q10_Language_barriers,Q10_Limited_mental_health_services,Q10_Long_waiting_times,Q10_No_challenges,Q16_AI_symptom_checker_triage,Q16_Doctor_clinic_reviews_and_ratings,Q16_E-prescriptions_and_medication_delivery,Q16_Emergency_helpline_and_hospital_locator,Q16_Health_record_management,Q16_Health_tips_for_expat_lifestyle,Q16_Insurance_compatibility_checker,Q16_Lab_test_booking_and_home_collection,Q16_Mental_health_and_counseling,Q16_Specialist_referrals_and_booking,Q16_Virtual_consultations_in_preferred_language,Q21_Data_privacy_security,Q21_Insurance_coverage_uncertainty,Q21_Lack_of_physical_examination,Q21_No_concerns,Q21_Prefer_in-person_only,Q21_Quality_of_virtual_diagnosis,Q21_Technology_issues,Q22_Data_encryption_privacy,Q22_Friend_employer_recommendation,Q22_Hospital_affiliation,Q22_Licensed_verified_doctors,Q22_Positive_user_reviews,Q11_Preferred_Language_Arabic,Q11_Preferred_Language_English,Q11_Preferred_Language_Hindi/Urdu,Q11_Preferred_Language_Malayalam,Q11_Preferred_Language_Other,Q11_Preferred_Language_Tagalog/Filipino,Q18_Consultation_Mode_No preference,Q18_Consultation_Mode_Text-based chat,Q18_Consultation_Mode_Video call,Q18_Consultation_Mode_Voice call,Q20_Pricing_Model_Flat subscription,Q20_Pricing_Model_Free with ads,Q20_Pricing_Model_Freemium,Q20_Pricing_Model_Pay-per-consultation,Q2_Gender_Female,Q2_Gender_Male,Q2_Gender_Prefer not to say,Q3_Nationality_African,Q3_Nationality_Arab (non-UAE),Q3_Nationality_Other,Q3_Nationality_South Asian,Q3_Nationality_Southeast Asian,Q3_Nationality_Western,Q5_Employment_Dependent/Homemaker,Q5_Employment_Employed full-time,Q5_Employment_Employed part-time,Q5_Employment_Self-employed/Freelancer,Q5_Employment_Student,Q5_Employment_Unemployed/Job seeker,Q8_Insurance_No - uninsured,Q8_Insurance_Yes - employer provided,Q8_Insurance_Yes - purchased individually,Q24_Open_Response
R1759,25-34,Male,Southeast Asian,10+ years,Employed full-time,"Above 50,000",Diploma/Vocational,Yes - employer provided,Rarely (0-1),English,"No, never heard",No preference,AED 101-150,Pay-per-consultation,Maybe,2,5,6,2,1,1,5,1,3,4,5,3,980,6.8885724595653635,Normal,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Nutrition and diet planning
R1760,35-44,Female,South Asian,1-3 years,Employed part-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"No, but aware",Voice call,AED 101-150,Flat subscription,Maybe,3,2,3,3,1,2,5,1,3,3,4,2,5330,8.581294116822761,High_spender,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Integration with DHA medical records
R1761,35-44,Male,Western,5-10 years,Dependent/Homemaker,"20,001-35,000",High school or below,Yes - employer provided,Occasionally (2-4),English,"No, but aware",Video call,Free only,Freemium,Yes,3,4,4,1,2,2,1,2,2,4,5,3,650,6.478509642208569,Normal,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,
R1762,45-54,Female,African,<1 year,Employed full-time,"5,000-10,000",Bachelor's degree,Yes - employer provided,Regularly (5-8),Arabic,"No, never heard",Voice call,AED 31-60,Freemium,No,4,1,2,3,3,1,3,0,4,3,4,3,390,5.968707559985366,Normal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Pregnancy and maternity tracking
R1763,18-24,Male,African,3-5 years,Dependent/Homemaker,"20,001-35,000",High school or below,Yes - purchased individually,Occasionally (2-4),English,"No, never heard",No preference,Up to AED 30,Pay-per-consultation,Maybe,1,3,4,1,2,1,2,1,4,4,3,3,560,6.329720905522696,Normal,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Nutrition and diet planning
R1764,35-44,Male,South Asian,5-10 years,Dependent/Homemaker,"5,000-10,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),Other,"Yes, regularly",Text-based chat,AED 31-60,Freemium,Maybe,3,4,2,4,2,4,3,1,3,5,5,3,110,4.709530201312334,Normal,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,
R1765,25-34,Male,Western,5-10 years,Dependent/Homemaker,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"Yes, regularly",Voice call,AED 101-150,Flat subscription,Yes,2,4,3,4,1,4,5,2,5,5,3,4,60,4.110873864173311,Normal,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,
R1766,25-34,Male,Arab (non-UAE),5-10 years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, but aware",Text-based chat,Up to AED 30,Free with ads,Yes,2,4,4,3,2,2,2,2,3,5,4,4,510,6.236369590203704,Normal,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R1767,35-44,Male,South Asian,1-3 years,Self-employed/Freelancer,"10,001-20,000",High school or below,No - uninsured,Rarely (0-1),English,"No, never heard",Text-based chat,Free only,Freemium,Maybe,3,2,3,1,1,1,1,1,2,3,4,2,430,6.066108090103747,Normal,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,
R1768,35-44,Male,South Asian,3-5 years,Unemployed/Job seeker,"Below 5,000",Bachelor's degree,No - uninsured,Regularly (5-8),Hindi/Urdu,"Yes, once or twice",Video call,AED 61-100,Free with ads,Yes,3,3,1,3,3,3,4,2,2,5,4,4,400,5.993961427306569,Normal,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
R1769,25-34,Male,South Asian,<1 year,Dependent/Homemaker,"Below 5,000",Master's degree or above,Yes - purchased individually,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Video call,AED 61-100,Pay-per-consultation,Yes,2,1,1,4,2,3,4,2,3,4,3,3,90,4.51085950651685,Normal,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Pharmacy price comparison tool
R1770,25-34,Male,African,5-10 years,Employed full-time,"Below 5,000",Diploma/Vocational,Yes - employer provided,Regularly (5-8),English,"No, but aware",No preference,AED 61-100,Freemium,Maybe,2,4,1,2,3,2,4,1,2,3,4,2,90,4.51085950651685,Normal,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Integration with DHA medical records
R1771,35-44,Male,Arab (non-UAE),3-5 years,Unemployed/Job seeker,"Below 5,000",Bachelor's degree,No - uninsured,Regularly (5-8),Arabic,"No, never heard",Video call,AED 61-100,Freemium,Maybe,3,3,1,3,3,1,4,1,3,2,3,2,720,6.580639137284949,Normal,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,
R1772,45-54,Female,Arab (non-UAE),5-10 years,Employed full-time,"5,000-10,000",Master's degree or above,Yes - employer provided,Regularly (5-8),Arabic,"No, but aware",Voice call,Up to AED 30,Pay-per-consultation,Maybe,4,4,2,4,3,2,2,1,4,4,5,3,500,6.2166061010848646,Normal,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R1773,45-54,Male,South Asian,1-3 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),Tagalog/Filipino,"No, never heard",No preference,More than AED 150,Free with ads,Yes,4,2,3,4,1,1,6,2,4,4,3,4,200,5.303304908059076,Normal,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Ambulance tracking feature
R1774,55+,Female,Arab (non-UAE),1-3 years,Employed full-time,"10,001-20,000",Master's degree or above,No - uninsured,Rarely (0-1),Arabic,"Yes, once or twice",Voice call,AED 101-150,Freemium,Yes,5,2,3,4,1,3,5,2,2,4,3,3,750,6.621405651764134,Normal,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Pregnancy and maternity tracking
R1775,45-54,Male,South Asian,1-3 years,Unemployed/Job seeker,Prefer not to say,Master's degree or above,No - uninsured,Frequently (9+),Malayalam,"No, but aware",Voice call,Free only,Freemium,Yes,4,2,3,4,4,2,1,2,2,5,3,3,1750,7.467942332285852,Normal,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
R1776,25-34,Female,South Asian,<1 year,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Regularly (5-8),English,"Yes, regularly",Text-based chat,AED 61-100,Pay-per-consultation,Maybe,2,1,3,4,3,4,4,1,4,5,5,4,710,6.566672429803241,Normal,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R1777,35-44,Female,Arab (non-UAE),1-3 years,Employed part-time,"5,000-10,000",Bachelor's degree,No - uninsured,Regularly (5-8),English,"No, never heard",Video call,AED 31-60,Flat subscription,Maybe,3,2,2,3,3,1,3,1,2,3,3,2,990,6.898714534329988,Normal,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
R1778,25-34,Male,South Asian,5-10 years,Dependent/Homemaker,"10,001-20,000",Bachelor's degree,Yes - purchased individually,Rarely (0-1),English,"No, but aware",Voice call,Up to AED 30,Pay-per-consultation,Maybe,2,4,3,3,1,2,2,1,2,4,4,2,170,5.14166355650266,Normal,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,
R1779,25-34,Male,Western,10+ years,Employed full-time,"35,001-50,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),English,"No, but aware",Video call,AED 101-150,Flat subscription,Yes,2,5,5,4,2,2,5,2,2,4,4,2,1430,7.266128779556451,Normal,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Home nursing service booking
R1780,45-54,Female,South Asian,3-5 years,Employed part-time,"10,001-20,000",Bachelor's degree,No - uninsured,Regularly (5-8),Malayalam,"Yes, once or twice",Video call,AED 31-60,Freemium,Yes,4,3,3,3,3,3,3,2,2,5,4,3,1540,7.340186835320115,Normal,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Integration with DHA medical records
R1781,18-24,Male,Arab (non-UAE),3-5 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"No, but aware",Voice call,AED 61-100,Freemium,Yes,1,3,3,4,1,2,4,2,4,5,5,3,60,4.110873864173311,Normal,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Family package plans
R1782,45-54,Male,South Asian,<1 year,Employed full-time,"20,001-35,000",High school or below,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"No, never heard",Text-based chat,AED 101-150,Pay-per-consultation,Maybe,4,1,4,1,2,1,5,1,4,5,4,4,590,6.3818160174060985,Normal,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R1783,35-44,Male,Southeast Asian,10+ years,Self-employed/Freelancer,"35,001-50,000",Bachelor's degree,Yes - purchased individually,Occasionally (2-4),Tagalog/Filipino,"No, never heard",No preference,More than AED 150,Pay-per-consultation,No,3,5,5,3,2,1,6,0,2,4,4,3,880,6.78105762593618,Normal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,
R1784,35-44,Female,South Asian,<1 year,Dependent/Homemaker,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"No, never heard",Voice call,Up to AED 30,Pay-per-consultation,Yes,3,1,4,2,1,1,2,2,4,4,3,3,240,5.484796933490655,Normal,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Dental care referrals
R1785,35-44,Female,South Asian,10+ years,Employed part-time,"10,001-20,000",Diploma/Vocational,No - uninsured,Rarely (0-1),Hindi/Urdu,"No, but aware",Video call,AED 61-100,Pay-per-consultation,No,3,5,3,2,1,2,4,0,4,3,4,3,750,6.621405651764134,Normal,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
R1786,45-54,Male,African,3-5 years,Unemployed/Job seeker,"Above 50,000",Diploma/Vocational,No - uninsured,Rarely (0-1),English,"No, never heard",No preference,AED 61-100,Pay-per-consultation,Maybe,4,3,6,2,1,1,4,1,2,4,2,2,960,6.8679744089702925,Normal,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Dental care referrals
R1787,35-44,Male,South Asian,1-3 years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),Hindi/Urdu,"No, but aware",Video call,AED 101-150,Flat subscription,No,3,2,5,3,1,2,5,0,3,3,4,3,510,6.236369590203704,Normal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Family package plans
R1788,35-44,Male,Western,10+ years,Employed full-time,"20,001-35,000",High school or below,Yes - employer provided,Occasionally (2-4),Arabic,"Yes, once or twice",Text-based chat,AED 61-100,Flat subscription,Maybe,3,5,4,1,2,3,4,1,3,4,3,3,970,6.878326468291325,Normal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Integration with DHA medical records
R1789,18-24,Male,Other,<1 year,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"No, never heard",Text-based chat,AED 31-60,Free with ads,Maybe,1,1,3,3,1,1,3,1,3,4,5,4,40,3.713572066704308,Normal,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Dental care referrals
R1790,35-44,Prefer not to say,South Asian,3-5 years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Rarely (0-1),English,"Yes, once or twice",Video call,Free only,Freemium,Maybe,3,3,4,3,1,3,1,1,4,4,4,4,600,6.398594934535208,Normal,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R1791,25-34,Male,South Asian,3-5 years,Employed full-time,"35,001-50,000",Diploma/Vocational,Yes - purchased individually,Regularly (5-8),Hindi/Urdu,"No, never heard",Video call,AED 61-100,Freemium,Maybe,2,3,5,2,3,1,4,1,3,4,5,3,1530,7.333676395657684,Normal,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Pharmacy price comparison tool
R1792,35-44,Male,Arab (non-UAE),1-3 years,Employed full-time,"Below 5,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Voice call,Free only,Flat subscription,No,3,2,1,2,2,2,1,0,3,3,4,3,50,3.9318256327243257,Normal,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R1793,35-44,Male,Other,3-5 years,Employed full-time,Prefer not to say,Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, but aware",No preference,Up to AED 30,Freemium,Maybe,3,3,3,3,2,2,2,1,3,4,3,3,450,6.111467339502679,Normal,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Ambulance tracking feature
R1794,35-44,Female,African,5-10 years,Employed full-time,"5,000-10,000",Master's degree or above,Yes - purchased individually,Regularly (5-8),Other,"No, but aware",Voice call,More than AED 150,Freemium,Maybe,3,4,2,4,3,2,6,1,4,4,5,4,650,6.478509642208569,Normal,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
R1795,18-24,Male,Southeast Asian,5-10 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Frequently (9+),Tagalog/Filipino,"No, but aware",Text-based chat,AED 61-100,Flat subscription,No,1,4,3,4,4,2,4,0,3,5,4,4,1180,7.074116816197362,Normal,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R1796,18-24,Male,Western,<1 year,Employed part-time,"35,001-50,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"No, but aware",Text-based chat,AED 61-100,Freemium,Maybe,1,1,5,4,1,2,4,1,4,4,4,3,160,5.081404364984463,Normal,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Family package plans
R1797,35-44,Male,South Asian,10+ years,Dependent/Homemaker,"5,000-10,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Voice call,AED 61-100,Free with ads,Maybe,3,5,2,4,2,3,4,1,4,3,4,3,170,5.14166355650266,Normal,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,
R1798,18-24,Male,Other,1-3 years,Self-employed/Freelancer,"20,001-35,000",Bachelor's degree,No - uninsured,Occasionally (2-4),English,"No, but aware",Voice call,AED 31-60,Pay-per-consultation,No,1,2,4,3,2,2,3,0,3,4,4,4,830,6.7226297948554485,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Home nursing service booking
R1799,18-24,Male,Other,1-3 years,Employed full-time,"5,000-10,000",Master's degree or above,Yes - employer provided,Occasionally (2-4),Malayalam,"No, but aware",Video call,AED 31-60,Pay-per-consultation,No,1,2,2,4,2,2,3,0,3,4,5,3,60,4.110873864173311,Normal,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,
R1800,18-24,Male,South Asian,1-3 years,Dependent/Homemaker,"10,001-20,000",Master's degree or above,Yes - employer provided,Regularly (5-8),Malayalam,"No, never heard",No preference,AED 61-100,Free with ads,Maybe,1,2,3,4,3,1,4,1,4,5,4,4,740,6.608000625296087,Normal,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Ambulance tracking feature
R1801,55+,Male,South Asian,<1 year,Unemployed/Job seeker,"Below 5,000",Master's degree or above,No - uninsured,Frequently (9+),Hindi/Urdu,"No, but aware",Text-based chat,Free only,Freemium,No,5,1,1,4,4,2,1,0,2,4,4,3,840,6.734591659972948,Normal,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
R1802,35-44,Female,South Asian,1-3 years,Employed full-time,"10,001-20,000",High school or below,Yes - employer provided,Frequently (9+),Malayalam,"Yes, regularly",Video call,Up to AED 30,Flat subscription,Yes,3,2,3,1,4,4,2,2,3,4,3,3,1670,7.421177528595393,Normal,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Expat community health forums
